screening_id,canonical_key,title,year,doi,source_record_ids,databases,search_ids,stage,decision,exclusion_reason,full_text_status,url
SCR00458,doi:10.5281/zenodo.18067899,APPLICATIONS OF ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING IN PLANT TISSUE CULTURE,2025,10.5281/zenodo.18067899,https://openalex.org/W7117896009,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.18067899
SCR00459,title:applications of multi body dynamical environments the artemis transfer trajectory design,Applications of Multi-Body Dynamical Environments: The ARTEMIS Transfer Trajectory Design ,2019,,NTRS:20140008992;NTRS:20180000002,NASA NTRS,S5,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://ntrs.nasa.gov/citations/20180000002
SCR00460,doi:10.1201/9781003783572,Applications of Quantum Field Theory to Problems in Machine Learning,2026,10.1201/9781003783572,https://openalex.org/W7131855884,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1201/9781003783572
SCR00461,title:applying a crew accommodations resource model to future space vehicle research,Applying a Crew Accommodations Resource Model to Future Space Vehicle Research,2019,,NTRS:20030111785,NASA NTRS,S7,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20030111785
SCR00462,doi:10.1109/aero.2008.4526327,Applying DoDAF to NASA Orion Mission Communication and Navigation Architecture,2008,10.1109/aero.2008.4526327,https://openalex.org/W2076422808,OpenAlex,S5,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.1109/aero.2008.4526327
SCR00463,doi:10.1016/s0261-3069(01)00014-0,Approach and issues relating to shield material design to protect astronauts from space radiation,2001,10.1016/s0261-3069(01)00014-0,https://openalex.org/W2048258781,OpenAlex,S6,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.1016/s0261-3069(01)00014-0
SCR00464,doi:10.5281/zenodo.20126741,ARCHER: A Mathematical Framework for AI Code Governance in the Agentic and Quantum Era,2026,10.5281/zenodo.20126741,https://openalex.org/W7160876891,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.20126741
SCR00465,doi:10.5281/zenodo.20126742,ARCHER: A Mathematical Framework for AI Code Governance in the Agentic and Quantum Era,2026,10.5281/zenodo.20126742,https://openalex.org/W7160840275,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.20126742
SCR00466,doi:10.5281/zenodo.20128425,ARCHER: A Mathematical Framework for AI Code Governance in the Agentic and Quantum Era,2026,10.5281/zenodo.20128425,https://openalex.org/W7160859715,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.20128425
SCR00467,doi:10.5281/zenodo.20257526,ARCHER: A Mathematical Framework for AI Code Governance in the Agentic and Quantum Era,2026,10.5281/zenodo.20257526,https://openalex.org/W7161508806,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.20257526
SCR00468,doi:10.5281/zenodo.20127165,ARCHER: A Mathematical Framework for AI Code Governance in the Agentic and Quantum Era,2026,10.5281/zenodo.20127165,https://openalex.org/W7160819596,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.20127165
SCR00469,doi:10.1007/978-3-031-87327-0_3,Architectural Influence on Variational Quantum Circuits in Multi-Agent Reinforcement Learning: Evolutionary Strategies for Optimization,2025,10.1007/978-3-031-87327-0_3,https://openalex.org/W4409798949,OpenAlex,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.1007/978-3-031-87327-0_3
SCR00470,doi:10.48550/arxiv.2407.20739,Architectural Influence on Variational Quantum Circuits in Multi-Agent Reinforcement Learning: Evolutionary Strategies for Optimization,2024,10.48550/arxiv.2407.20739,https://openalex.org/W4401203167,OpenAlex,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,http://arxiv.org/abs/2407.20739
SCR00471,title:architectural influence on variational quantum circuits in multi agent reinforcement learning evolutionary strategies for optimization,Architectural Influence on Variational Quantum Circuits in Multi-Agent Reinforcement Learning: Evolutionary Strategies for Optimization,2024,,arXiv:2407.20739v1,arXiv,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,http://arxiv.org/abs/2407.20739v1
SCR00472,title:architecture shape governs qnn trainability jacobian null space growth and parameter efficiency,Architecture Shape Governs QNN Trainability: Jacobian Null Space Growth and Parameter Efficiency,2026,,arXiv:2605.05942v1;https://openalex.org/W7160726496,OpenAlex;arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://arxiv.org/abs/2605.05942
SCR00473,doi:10.48550/arxiv.2605.05942,Architecture Shape Governs QNN Trainability: Jacobian Null Space Growth and Parameter Efficiency,2026,10.48550/arxiv.2605.05942,https://openalex.org/W7160655849,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.48550/arxiv.2605.05942
SCR00474,doi:10.5281/zenodo.17645086,ARGOS Synthetic Hotel Optimization Datasets,2025,10.5281/zenodo.17645086,https://openalex.org/W7106171724,OpenAlex,S4,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.17645086
SCR00475,doi:10.5281/zenodo.17645085,ARGOS Synthetic Hotel Optimization Datasets,2025,10.5281/zenodo.17645085,https://openalex.org/W7106138662,OpenAlex,S4,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.17645085
SCR00476,doi:10.1088/2631-8695/ae82b7,Arithmetic-aware quantum neural networks using fault-tolerant BCD-Excess-3 encoding,2026,10.1088/2631-8695/ae82b7,https://openalex.org/W7165966927,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1088/2631-8695/ae82b7
SCR00477,title:artemis 1 radiation modeling and analysis using operational methods,Artemis 1 Radiation Modeling and Analysis Using Operational Methods,2023,,NTRS:20230010550,NASA NTRS,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20230010550
SCR00478,title:artemis i off nominal trajectory design and optimization,Artemis I Off-Nominal-Trajectory Design and Optimization,2023,,NTRS:20230010126,NASA NTRS,S5,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://ntrs.nasa.gov/citations/20230010126
SCR00479,doi:10.2514/6.2024-0514,Artemis I Optical Navigation System Performance,2024,10.2514/6.2024-0514,https://openalex.org/W4391302331,OpenAlex,S5,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.2514/6.2024-0514
SCR00480,title:artemis ii inertial sensor failure abort condition study,Artemis II Inertial Sensor Failure & Abort Condition Study,2020,,NTRS:20205006557,NASA NTRS,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20205006557
SCR00481,title:artemis iii site selection update downselection from thirteen to nine candidate regions,Artemis III Site Selection Update: Downselection From Thirteen to Nine Candidate Regions,2026,,NTRS:20250011660,NASA NTRS,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20250011660
SCR00482,doi:10.2514/6.2005-3670,ARTEMIS: Ion Propulsion - Satellite Interactions,2005,10.2514/6.2005-3670,https://openalex.org/W2321485159,OpenAlex,S5,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.2514/6.2005-3670
SCR00483,title:artemis lunar mission availability design,Artemis Lunar Mission Availability & Design,2022,,NTRS:20220012445,NASA NTRS,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20220012445
SCR00484,title:artemis lunar orbit insertion and science orbit design through 2013,ARTEMIS Lunar Orbit Insertion and Science Orbit Design Through 2013,2019,,NTRS:20150006800,NASA NTRS,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20150006800
SCR00485,doi:10.1109/aero.2014.6836399,ARTEMIS operations - Experiences and lessons learned,2014,10.1109/aero.2014.6836399,https://openalex.org/W2073242931,OpenAlex,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1109/aero.2014.6836399
SCR00486,doi:10.1016/s0094-5765(03)80022-x,ARTEMIS orbit raising inflight experience with ion propulsion,2003,10.1016/s0094-5765(03)80022-x,https://openalex.org/W1987863016,OpenAlex,S5,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.1016/s0094-5765(03)80022-x
SCR00487,title:artemis results of the engineering feasibility study,Artemis: Results of the engineering feasibility study,2019,,NTRS:19920009586,NASA NTRS,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/19920009586
SCR00488,title:artemis the first mission to the lunar libration orbits,ARTEMIS: The First Mission to the Lunar Libration Orbits,2009,,NTRS:20180000069;https://openalex.org/W2892360937,NASA NTRS;OpenAlex,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/api/citations/20180000069/downloads/20180000069.pdf
SCR00489,doi:10.5281/zenodo.21078377,Artifact of Lessons to Define Testing Oracles for Hybrid Quantum–Classical Software,2026,10.5281/zenodo.21078377,https://openalex.org/W7166679043,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.21078377
SCR00490,doi:10.5281/zenodo.21073312,Artifact of Lessons to Define Testing Oracles for Hybrid Quantum–Classical Software,2026,10.5281/zenodo.21073312,https://openalex.org/W7166663911,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.21073312
SCR00491,doi:10.1016/b978-0-443-43970-4.00003-5,Artificial intelligence applications in biohydrogen production from biomass,2026,10.1016/b978-0-443-43970-4.00003-5,https://openalex.org/W7128798220,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/b978-0-443-43970-4.00003-5
SCR00492,doi:10.5281/zenodo.17743722,Artificial Intelligence as a Lens for Quantum Behaviour: Current Results and Future Prospects,2025,10.5281/zenodo.17743722,https://openalex.org/W7107958047,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.17743722
SCR00493,doi:10.5281/zenodo.17743721,Artificial Intelligence as a Lens for Quantum Behaviour: Current Results and Future Prospects,2025,10.5281/zenodo.17743721,https://openalex.org/W7107947707,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.17743721
SCR00494,doi:10.3390/healthcare11091204,Artificial Intelligence Based COVID-19 Detection and Classification Model on Chest X-ray Images,2023,10.3390/healthcare11091204,https://openalex.org/W4366828840,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.3390/healthcare11091204
SCR00495,doi:10.58532/nbennurasai4,"ARTIFICIAL INTELLIGENCE — CONCEPTS, APPLICATIONS, AND SOCIETAL IMPACT",2025,10.58532/nbennurasai4,https://openalex.org/W4411779844,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.58532/nbennurasai4
SCR00496,doi:10.1063/5.0219663,Artificial-intelligence-driven shot reduction in quantum measurement,2024,10.1063/5.0219663,https://openalex.org/W4403870748,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1063/5.0219663
SCR00497,doi:10.48550/arxiv.2405.02493,Artificial-Intelligence-Driven Shot Reduction in Quantum Measurement,2024,10.48550/arxiv.2405.02493,https://openalex.org/W4396715718,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2405.02493
SCR00498,title:artificial intelligence driven shot reduction in quantum measurement,Artificial-Intelligence-Driven Shot Reduction in Quantum Measurement,2024,,arXiv:2405.02493v1,arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2405.02493v1
SCR00499,doi:10.1201/9781003667766-1,Artificial Intelligence-empowered 6G Wireless Networks,2026,10.1201/9781003667766-1,https://openalex.org/W7165644701,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1201/9781003667766-1
SCR00500,doi:10.1109/metroxraine58569.2023.10405720,Artificial Intelligence for Automotive Security: How to Support Developers in Automotive Solutions,2023,10.1109/metroxraine58569.2023.10405720,https://openalex.org/W4391423067,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1109/metroxraine58569.2023.10405720
SCR00501,doi:10.5281/zenodo.20608291,"Artificial Intelligence: From Fundamentals to Real-World Applications BY Ts. Dr. Sundresan Perumal, Dr. K. Appathurai, Dr. B. Sathya Bama, Dr. P. Ajitha.",2026,10.5281/zenodo.20608291,https://openalex.org/W7164015584,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.20608291
SCR00502,doi:10.5281/zenodo.20608292,"Artificial Intelligence: From Fundamentals to Real-World Applications BY Ts. Dr. Sundresan Perumal, Dr. K. Appathurai, Dr. B. Sathya Bama, Dr. P. Ajitha.",2026,10.5281/zenodo.20608292,https://openalex.org/W7164039849,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.20608292
SCR00503,doi:10.1002/slct.202507191,Artificial Intelligence in Accelerating Materials Discovery: Opportunities and Challenges,2026,10.1002/slct.202507191,https://openalex.org/W7128913428,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1002/slct.202507191
SCR00504,doi:10.51594/estj.v6i6.1975,"Artificial intelligence in seismic data processing: Applications, challenges, and future directions in the oil and gas sector",2025,10.51594/estj.v6i6.1975,https://openalex.org/W4412584524,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.51594/estj.v6i6.1975
SCR00505,doi:10.65521/ijacte.v14i2.1974,Artificial Intelligence Techniques for Efficient Resource Management in 6G Communication Networks Using a Hybrid Quantum Duplet-Convolutional Neural Network Model: Trends and Challenges,2025,10.65521/ijacte.v14i2.1974,https://openalex.org/W7162412549,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.65521/ijacte.v14i2.1974
SCR00506,doi:10.1201/9781003647782-4,Artificial Intelligence Techniques for Modeling and Simulation in Heat Transfer,2026,10.1201/9781003647782-4,https://openalex.org/W7127602570,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1201/9781003647782-4
SCR00507,doi:10.5281/zenodo.19023904,ARVS: Adaptive Robust Verification System,2026,10.5281/zenodo.19023904,https://openalex.org/W7135412242,OpenAlex,S4,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.19023904
SCR00508,doi:10.5281/zenodo.19023905,ARVS: Adaptive Robust Verification System,2026,10.5281/zenodo.19023905,https://openalex.org/W7135398648,OpenAlex,S4,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://github.com/chiragrathiresearcher/ARVS/tree/v1.0.0
SCR00509,doi:10.69980/redvet.v25i1.1694,Assessing Absolute Distributed Data Scheduling Functions in Global Grid-Based Cloud Computing,2024,10.69980/redvet.v25i1.1694,https://openalex.org/W4407613824,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.69980/redvet.v25i1.1694
SCR00510,doi:10.2514/6.2025-2598,Assessing Propellant-Optimal Guidance for Crewed Lunar Descent,2025,10.2514/6.2025-2598,https://openalex.org/W4407411534,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.2514/6.2025-2598
SCR00511,doi:10.48550/arxiv.2410.15494,Assessing Quantum Extreme Learning Machines for Software Testing in Practice,2024,10.48550/arxiv.2410.15494,https://openalex.org/W4404310998,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2410.15494
SCR00512,title:assessing quantum extreme learning machines for software testing in practice,Assessing Quantum Extreme Learning Machines for Software Testing in Practice,2024,,arXiv:2410.15494v4,arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2410.15494v4
SCR00513,doi:10.1007/s42484-026-00370-z,Assessing the advantages and limitations of quantum neural networks in regression tasks,2026,10.1007/s42484-026-00370-z,https://openalex.org/W7133298717,OpenAlex,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.1007/s42484-026-00370-z
SCR00514,doi:10.48550/arxiv.2509.00854,Assessing the Advantages and Limitations of Quantum Neural Networks in Regression Tasks,2025,10.48550/arxiv.2509.00854,https://openalex.org/W4416685933,OpenAlex,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,http://arxiv.org/abs/2509.00854
SCR00515,title:assessing the advantages and limitations of quantum neural networks in regression tasks,Assessing the Advantages and Limitations of Quantum Neural Networks in Regression Tasks,2025,,arXiv:2509.00854v1,arXiv,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,http://arxiv.org/abs/2509.00854v1
SCR00516,doi:10.1201/9781003743774-54,Assessing the Efficacy of Classical and Hybrid Quantum Machine Learning Algorithms for Land Use and Land Cover Classification over West Bengal Region using Satellite Data,2026,10.1201/9781003743774-54,https://openalex.org/W7165542833,OpenAlex,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.1201/9781003743774-54
SCR00517,doi:10.48550/arxiv.2601.04983,Assessing the Impact of Low Resolution Control Electronics on Quantum Neural Network Performance,2026,10.48550/arxiv.2601.04983,https://openalex.org/W7120057389,OpenAlex,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.48550/arxiv.2601.04983
SCR00518,title:assessing the impact of low resolution control electronics on quantum neural network performance,Assessing the Impact of Low Resolution Control Electronics on Quantum Neural Network Performance,2026,,arXiv:2601.04983v2;https://openalex.org/W7120272117,OpenAlex;arXiv,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,http://arxiv.org/abs/2601.04983
SCR00519,title:assessing the risk of crew injury due to dynamic loads during spaceflight,Assessing the Risk of Crew Injury Due to Dynamic Loads During Spaceflight,2019,,NTRS:20140003734,NASA NTRS,S6,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20140003734
SCR00520,title:assessment and verification of sls block 1 b exploration upper stage state and stage disposal performance,Assessment and Verification of SLS Block 1-B Exploration Upper Stage State and Stage Disposal Performance,2018,,NTRS:20180002027;https://openalex.org/W3204305973,NASA NTRS;OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://hdl.handle.net/2060/20180002027
SCR00521,title:assessment of sensor data accuracy within gazebo ros for high precision autonomous in space robotic operations,Assessment of Sensor Data Accuracy within Gazebo/ROS for High-Precision Autonomous In-Space Robotic Operations,2023,,NTRS:20230012864,NASA NTRS,S7,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20230012864
SCR00522,doi:10.1007/s42064-024-0204-x,Asteroid Mining: ACT&Friends' Results for the GTOC 12 Problem,2024,10.1007/s42064-024-0204-x,arXiv:2410.20839v1,arXiv,S2,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2410.20839v1
SCR00523,title:astrea introducing agentic intelligence for orbital thermal autonomy,ASTREA: Introducing Agentic Intelligence for Orbital Thermal Autonomy,2025,,arXiv:2509.13380v2,arXiv,S2,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2509.13380v2
SCR00524,title:astrodynamics convention and modeling reference for lunar cislunar and libration point orbits,"Astrodynamics Convention and Modeling Reference for Lunar, Cislunar, and Libration Point Orbits",2022,,NTRS:20220014814,NASA NTRS,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20220014814
SCR00525,doi:10.1016/j.procs.2023.08.171,Asynchronous training of quantum reinforcement learning,2023,10.1016/j.procs.2023.08.171,https://openalex.org/W4386336967,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/j.procs.2023.08.171
SCR00526,doi:10.48550/arxiv.2301.05096,Asynchronous training of quantum reinforcement learning,2023,10.48550/arxiv.2301.05096,https://openalex.org/W4316129054,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2301.05096
SCR00527,title:asynchronous training of quantum reinforcement learning,Asynchronous training of quantum reinforcement learning,2023,,arXiv:2301.05096v1,arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2301.05096v1
SCR00528,doi:10.1016/j.rec.2017.03.008,Atrial Fibrillation Ablation Guided by a Novel Nonfluoroscopic Navigation System,2017,10.1016/j.rec.2017.03.008,https://openalex.org/W2604800888,OpenAlex,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/j.rec.2017.03.008
SCR00529,doi:10.1109/isemantic67418.2025.11291862,Attention-Enhanced CNN-BiLSTM for Bone Mineral Density Estimation from Electrochemical Impedance Spectra,2025,10.1109/isemantic67418.2025.11291862,https://openalex.org/W4417471017,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1109/isemantic67418.2025.11291862
SCR00530,doi:10.1016/s1000-9361(11)60400-7,Attitude Control Considering Variable Input Saturation Limit for a Spacecraft Equipped with Flywheels,2012,10.1016/s1000-9361(11)60400-7,https://openalex.org/W1999887858,OpenAlex,S7,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/s1000-9361(11)60400-7
SCR00531,title:attitude profile reference for the earth orbit raising phase of nasa gateway s co manifested vehicle,Attitude Profile Reference for the Earth Orbit Raising Phase of NASA Gateway’s Co-Manifested Vehicle,2022,,NTRS:20220000173,NASA NTRS,S5,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20220000173
SCR00532,doi:10.1016/j.ast.2016.02.006,Attitude takeover control for post-capture of target spacecraft using space robot,2016,10.1016/j.ast.2016.02.006,https://openalex.org/W2263707337,OpenAlex,S7,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.1016/j.ast.2016.02.006
SCR00533,doi:10.2514/1.g004048,Augmented Apollo Powered Descent Guidance,2018,10.2514/1.g004048,https://openalex.org/W2906424866,OpenAlex,S1,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.2514/1.g004048
SCR00534,doi:10.5281/zenodo.20648313,AuraMind Technical Brief: Engineering Detail of the Emotion-Modulated Quantum-Assisted Neural Architecture,2026,10.5281/zenodo.20648313,https://openalex.org/W7164392952,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.20648313
SCR00535,doi:10.5281/zenodo.20648314,AuraMind Technical Brief: Engineering Detail of the Emotion-Modulated Quantum-Assisted Neural Architecture,2026,10.5281/zenodo.20648314,https://openalex.org/W7164318967,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.5281/zenodo.20648314
SCR00536,title:auto regressive neural quantum state sampling for selected configuration interaction,Auto-regressive Neural Quantum State Sampling for Selected Configuration Interaction,2026,,arXiv:2603.24728v1,arXiv,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,http://arxiv.org/abs/2603.24728v1
SCR00537,doi:10.2514/6.2007-6592,"Automated and Manual Commanding Concepts for Orion Ascent Guidance, Navigation, and Control",2007,10.2514/6.2007-6592,https://openalex.org/W2319097460,OpenAlex,S5,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.2514/6.2007-6592
SCR00538,doi:10.1016/b978-0-323-95439-6.00022-3,Automated detection of brain disease using quantum machine learning,2024,10.1016/b978-0-323-95439-6.00022-3,https://openalex.org/W4404193011,OpenAlex,S3,title_abstract_discovery,include_for_full_text,title_contains_direct_task_and_method_conjunction,pending_full_text_screen,https://doi.org/10.1016/b978-0-323-95439-6.00022-3
SCR00539,doi:10.3390/forensicsci6010006,Automated Fingerprint Identification: The Role of Artificial Intelligence in Crime Scene Investigation,2026,10.3390/forensicsci6010006,https://openalex.org/W7125691355,OpenAlex,S3,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://doi.org/10.3390/forensicsci6010006
SCR00540,title:automated generation and assessment of autonomous systems test cases,Automated Generation and Assessment of Autonomous Systems Test Cases,2019,,NTRS:20090035797,NASA NTRS,S7,title_abstract_discovery,exclude,title_lacks_direct_task_method_conjunction_after_concept_search,not_requested,https://ntrs.nasa.gov/citations/20090035797
