task_key,task_signature,source_commit,stage,family_id,model_family,trial_id,trial_order,view,rung_samples,matched_qubits,seed_index,candidate_role,control_for,advancement_basis,source_split,calibration_rows_read,final_test_rows_read,fold_id,training_seed,qubits,data_reupload_layers,feature_scale,entangle,shots,noise_state,training_rows,validation_rows,training_groups,validation_groups,rmse,nrmse,mae,mean_regret_m_s,no_reference_feasible_rate,training_wall_time_s,inference_wall_time_s,feasibility_metric_error,cost_fitted_trainable_parameter_count,feasibility_fitted_trainable_parameter_count,feasibility_samples,feasibility_precision,feasibility_recall,feasibility_auroc,feasibility_brier,feasibility_expected_calibration_error,eligible_to_advance,fold_end_to_end_wall_time_s,centered_kernel_target_alignment,cost_gradient_norm_proxy,cost_initial_loss,cost_logical_circuit_depth,cost_loss_improvement,cost_objective_evaluations,cost_optimization_message,cost_optimization_success,cost_optimizer_iterations,cost_parameter_count,cost_resource_count_scope,cost_training_loss,cost_two_qubit_gate_count,effective_rank,feasibility_gradient_norm_proxy,feasibility_initial_loss,feasibility_logical_circuit_depth,feasibility_loss_improvement,feasibility_objective_evaluations,feasibility_optimization_message,feasibility_optimization_success,feasibility_optimizer_iterations,feasibility_parameter_count,feasibility_resource_count_scope,feasibility_training_loss,feasibility_two_qubit_gate_count,kernel_rows,nystrom_landmarks,off_diagonal_mean,off_diagonal_q05,off_diagonal_q95,off_diagonal_std,regularized_condition_number
C05-T21__primary__rfull__qraw__s21,343a451043b95d92cc660d2a8fcd1eae86b7d958ad39524ae2b6d3ae38b64415,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T21,21,primary,,,21,primary_candidate,,candidate,development,0,0,CV03,4258004223,,,,,,,29250,9750,9,3,0.5334499519346627,0.2277854023129629,0.42481357316280144,19.71329178705231,0.838974358974359,2.610697208001511,0.005829624999023508,,1793,1793,9750,0.1412280701754386,0.32723577235772355,0.7802880216099634,0.09677691703930857,0.11477798644735154,True,4.566939499993168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T21__primary__rfull__qraw__s21,343a451043b95d92cc660d2a8fcd1eae86b7d958ad39524ae2b6d3ae38b64415,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T21,21,primary,,,21,primary_candidate,,candidate,development,0,0,CV04,4258004223,,,,,,,32500,6500,10,2,1.3276452482810381,0.5669101776311157,1.1022367721870723,19.200408860463845,0.6576923076923077,3.763416417001281,0.004225374999805354,,1761,1761,6500,0.30633802816901406,0.13765822784810128,0.8029664216130395,0.08548176568424923,0.04055519255612605,True,5.024196333004511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T21__primary__rfull__qraw__s21,343a451043b95d92cc660d2a8fcd1eae86b7d958ad39524ae2b6d3ae38b64415,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T21,21,primary,,,21,primary_candidate,,candidate,development,0,0,CV05,4258004223,,,,,,,32500,6500,10,2,0.99130034479319,0.4232894707981007,0.911500321340375,18.415781523492306,0.39384615384615385,2.0272675000014715,0.0031864170014159754,,1761,1761,6500,0.20342034203420342,0.17683881064162754,0.7109336088020526,0.17011514051770404,0.1402528432496519,True,3.2892426250036806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T22__primary__rfull__qraw__s22,d34c03e23e49761ed4c062a9a4edc90374f1b4991f8548ea2f0fc228afc3427c,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T22,22,primary,,,22,primary_candidate,,candidate,development,0,0,CV01,2141901228,,,,,,,32500,6500,10,2,0.3841296854431889,0.1640250123215788,0.32949762388535847,9.67701644369077,0.3123076923076923,6.7154239999945275,0.006481000003986992,,15233,15233,6500,0.888663967611336,0.7499145883156816,0.9576164895372241,0.07858481415867848,0.07280936839861835,True,8.018896207999205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T22__primary__rfull__qraw__s22,d34c03e23e49761ed4c062a9a4edc90374f1b4991f8548ea2f0fc228afc3427c,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T22,22,primary,,,22,primary_candidate,,candidate,development,0,0,CV02,2141901228,,,,,,,29250,9750,9,3,1.0364975175737376,0.44258885614416316,0.7970739484962027,19.333910250137436,0.41384615384615386,5.609982125002716,0.009986999997636303,,15233,15233,9750,0.1849624060150376,0.03727272727272727,0.2518735259572469,0.3471701460382309,0.3462072416656421,True,7.504480709001655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T22__primary__rfull__qraw__s22,d34c03e23e49761ed4c062a9a4edc90374f1b4991f8548ea2f0fc228afc3427c,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T22,22,primary,,,22,primary_candidate,,candidate,development,0,0,CV03,2141901228,,,,,,,29250,9750,9,3,0.4970386242650145,0.21223761026255555,0.3949384195246492,19.283931872682565,0.838974358974359,6.077034166002704,0.010107540998433251,,15361,15361,9750,0.1157684630738523,0.4715447154471545,0.7801813241722826,0.18025653771215355,0.19093150153083968,True,8.060823209001683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T22__primary__rfull__qraw__s22,d34c03e23e49761ed4c062a9a4edc90374f1b4991f8548ea2f0fc228afc3427c,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T22,22,primary,,,22,primary_candidate,,candidate,development,0,0,CV04,2141901228,,,,,,,32500,6500,10,2,0.46643264658438954,0.1991687273919529,0.3876066961014054,19.20070912311077,0.6576923076923077,7.522616083006142,0.006647209003858734,,15233,15233,6500,0.263448275862069,0.3022151898734177,0.8025206979714046,0.10769357414409118,0.08763976790966357,True,8.764426916000957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T22__primary__rfull__qraw__s22,d34c03e23e49761ed4c062a9a4edc90374f1b4991f8548ea2f0fc228afc3427c,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T22,22,primary,,,22,primary_candidate,,candidate,development,0,0,CV05,2141901228,,,,,,,32500,6500,10,2,0.2759419086553079,0.11782837068425635,0.2248760350776037,18.586042720553074,0.39384615384615385,5.033461083003203,0.006664375003310852,,15233,15233,6500,0.3598867771936919,0.6964006259780907,0.7352061430243659,0.24144666480417268,0.21398201741455877,True,6.231380083001568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T23__primary__rfull__qraw__s23,23f111c15094810bdd348600467fdc84a6a32f27c3bae508d91019188d487e2e,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T23,23,primary,,,23,primary_candidate,,candidate,development,0,0,CV01,1377778140,,,,,,,32500,6500,10,2,1.3749438588765266,0.5871068858776226,1.118618786203377,8.662394258343076,0.3123076923076923,2.2000024160006433,0.005149709002580494,,3521,3521,6500,0.6781002638522428,0.9658353262726341,0.9066425668503604,0.18946956463781955,0.21506861098085867,True,3.4734569159991224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T23__primary__rfull__qraw__s23,23f111c15094810bdd348600467fdc84a6a32f27c3bae508d91019188d487e2e,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T23,23,primary,,,23,primary_candidate,,candidate,development,0,0,CV02,1377778140,,,,,,,29250,9750,9,3,1.6880970607265602,0.7208246372998576,1.541916286388646,11.109395107393334,0.41384615384615386,2.049378167001123,0.007205499998235609,,3521,3521,9750,0.5408629441624365,0.6457575757575758,0.7511923420249,0.2040007797214973,0.16839762444322476,True,3.9727497920030146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T23__primary__rfull__qraw__s23,23f111c15094810bdd348600467fdc84a6a32f27c3bae508d91019188d487e2e,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T23,23,primary,,,23,primary_candidate,,candidate,development,0,0,CV03,1377778140,,,,,,,29250,9750,9,3,0.7304650569114381,0.31191169154798754,0.640208228454494,19.70299273896359,0.838974358974359,1.7959557499998482,0.00701462500001071,,3585,3585,9750,0.09510086455331412,0.4024390243902439,0.7250712194419416,0.17789330267870096,0.20433548786531497,True,3.7427992090015323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T23__primary__rfull__qraw__s23,23f111c15094810bdd348600467fdc84a6a32f27c3bae508d91019188d487e2e,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T23,23,primary,,,23,primary_candidate,,candidate,development,0,0,CV04,1377778140,,,,,,,32500,6500,10,2,0.8204421493969402,0.35033229339906996,0.6766086649709779,19.553932207793846,0.6576923076923077,2.519110624998575,0.0047491660006926395,,3521,3521,6500,0.25316455696202533,0.06329113924050633,0.7146689187440137,0.09232823217462015,0.0731711721577765,True,3.768349666002905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T23__primary__rfull__qraw__s23,23f111c15094810bdd348600467fdc84a6a32f27c3bae508d91019188d487e2e,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T23,23,primary,,,23,primary_candidate,,candidate,development,0,0,CV05,1377778140,,,,,,,32500,6500,10,2,0.9555771195230479,0.4080355014040373,0.786542137725662,17.83368351978077,0.39384615384615385,2.33528374999878,0.004395666997879744,,3521,3521,6500,0.44322631166797183,0.4428794992175274,0.8077613731240587,0.13470846149965207,0.06740990745867514,True,3.5464287499999045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T24__primary__rfull__qraw__s24,6d6a1a838575cda34c68e4c4b42f336ce949bf973a35651334d76b447a040d57,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T24,24,primary,,,24,primary_candidate,,candidate,development,0,0,CV01,4191860283,,,,,,,32500,6500,10,2,0.7607458770237815,0.3248417307515554,0.5258198829652813,9.124860002855385,0.3123076923076923,3.0186035000006086,0.007142292000935413,,5569,5569,6500,0.7488460494162368,0.9422617014007516,0.859540736138279,0.14713000769113568,0.1425982315692774,True,4.332732542003214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T24__primary__rfull__qraw__s24,6d6a1a838575cda34c68e4c4b42f336ce949bf973a35651334d76b447a040d57,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T24,24,primary,,,24,primary_candidate,,candidate,development,0,0,CV02,4191860283,,,,,,,29250,9750,9,3,0.9490867043037365,0.405264066452085,0.7606549560022031,19.466820262805125,0.41384615384615386,2.1875713749977876,0.01093837499502115,,5569,5569,9750,0.17207792207792208,0.04818181818181818,0.5518846135776369,0.32412515483890325,0.3245769360785577,True,4.0656020829992485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T24__primary__rfull__qraw__s24,6d6a1a838575cda34c68e4c4b42f336ce949bf973a35651334d76b447a040d57,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T24,24,primary,,,24,primary_candidate,,candidate,development,0,0,CV03,4191860283,,,,,,,29250,9750,9,3,1.759391275907772,0.7512675709410407,1.5927002406012585,19.457348946568207,0.838974358974359,2.9078405420004856,0.011833958997158334,,5633,5633,9750,0.1945830363506771,0.5548780487804879,0.8328450718078146,0.11293193420688877,0.11653120560484061,True,4.786700208002003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T24__primary__rfull__qraw__s24,6d6a1a838575cda34c68e4c4b42f336ce949bf973a35651334d76b447a040d57,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T24,24,primary,,,24,primary_candidate,,candidate,development,0,0,CV04,4191860283,,,,,,,32500,6500,10,2,1.4770297445813496,0.6306979940245335,1.2025103628751517,19.01563739792,0.6576923076923077,1.8726709999973536,0.007155416999012232,,5569,5569,6500,0.34572490706319703,0.14715189873417722,0.7813370954242276,0.08826546573619976,0.060290284845735474,True,3.133993957999337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T24__primary__rfull__qraw__s24,6d6a1a838575cda34c68e4c4b42f336ce949bf973a35651334d76b447a040d57,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T24,24,primary,,,24,primary_candidate,,candidate,development,0,0,CV05,4191860283,,,,,,,32500,6500,10,2,1.1971598218788904,0.5111923446062996,1.1375933271801215,18.127631790256153,0.39384615384615385,2.3200263750040904,0.006708957997034304,,5569,5569,6500,0.26721763085399447,0.3794992175273865,0.7127075830017339,0.19681292265440548,0.16190517479032773,True,3.60726416700345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T25__primary__rfull__qraw__s25,2bfdaf84c6aa907a56d2b54389f10cfbefcd8215a97a7847da54dbffd8b98cbf,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T25,25,primary,,,25,primary_candidate,,candidate,development,0,0,CV01,3337092929,,,,,,,32500,6500,10,2,0.4159960055653719,0.177632066784589,0.328916060318992,18.20040843701,0.3123076923076923,6.042890707998595,0.005902417004108429,,15233,15233,6500,0.9858156028368794,0.14246668944311583,0.9805579771070869,0.2199349872364353,0.3001052541135311,True,7.282650917004503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T25__primary__rfull__qraw__s25,2bfdaf84c6aa907a56d2b54389f10cfbefcd8215a97a7847da54dbffd8b98cbf,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T25,25,primary,,,25,primary_candidate,,candidate,development,0,0,CV02,3337092929,,,,,,,29250,9750,9,3,1.3319276603537178,0.5687387858319554,0.9531466207529292,17.61172023513231,0.41384615384615386,6.370954833000724,0.008539292000932619,,15233,15233,9750,0.43358395989974935,0.2096969696969697,0.7893877848249942,0.24547276641736304,0.26298134430732345,True,8.154815250003594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T25__primary__rfull__qraw__s25,2bfdaf84c6aa907a56d2b54389f10cfbefcd8215a97a7847da54dbffd8b98cbf,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T25,25,primary,,,25,primary_candidate,,candidate,development,0,0,CV03,3337092929,,,,,,,29250,9750,9,3,0.5625745450167541,0.24022172764834895,0.4665297951572247,19.509118549833847,0.838974358974359,3.5874774580006488,0.008643166998808738,,15361,15361,9750,0.21993127147766323,0.2601626016260163,0.8261964602795736,0.06239956971345008,0.05444996169174256,True,5.443715749999683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T25__primary__rfull__qraw__s25,2bfdaf84c6aa907a56d2b54389f10cfbefcd8215a97a7847da54dbffd8b98cbf,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T25,25,primary,,,25,primary_candidate,,candidate,development,0,0,CV04,3337092929,,,,,,,32500,6500,10,2,0.6693679446056788,0.28582296428078136,0.5805306380795342,19.462377394043077,0.6576923076923077,4.567381249995378,0.005729832999350037,,15233,15233,6500,0.35080645161290325,0.13765822784810128,0.796928524587335,0.08780315535639016,0.06610856234987199,True,5.783371500001522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T25__primary__rfull__qraw__s25,2bfdaf84c6aa907a56d2b54389f10cfbefcd8215a97a7847da54dbffd8b98cbf,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T25,25,primary,,,25,primary_candidate,,candidate,development,0,0,CV05,3337092929,,,,,,,32500,6500,10,2,0.5277923608590029,0.22536958681871158,0.4760583025553749,18.249605964773846,0.39384615384615385,5.085706041994854,0.0062360000010812655,,15233,15233,6500,0.3620057072971871,0.6948356807511737,0.7094699564680307,0.2597559103787899,0.23742817653973475,True,6.314346874998591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T26__primary__rfull__qraw__s26,ae460259da855f95af796be16a52fad9531d0c3d49f9ca349a6a24e91e90f075,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T26,26,primary,,,26,primary_candidate,,candidate,development,0,0,CV01,1590747091,,,,,,,32500,6500,10,2,0.5234879944572257,0.22353160402580785,0.2752289125621916,9.83097702667,0.3123076923076923,4.111493583004631,0.012776667004800402,,15233,15233,6500,0.720041590850013,0.9463614622480355,0.948611568887141,0.15276926866416446,0.16234700377576589,True,5.294957582998904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T26__primary__rfull__qraw__s26,ae460259da855f95af796be16a52fad9531d0c3d49f9ca349a6a24e91e90f075,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T26,26,primary,,,26,primary_candidate,,candidate,development,0,0,CV02,1590747091,,,,,,,29250,9750,9,3,1.4309570006652335,0.611024736073092,1.0788854104180403,11.478600013034871,0.41384615384615386,3.9371269160037627,0.018307167003513314,,15233,15233,9750,0.5712780898876404,0.49303030303030304,0.7777501996711299,0.1919747212067199,0.15612538456594013,True,5.851471791000222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T26__primary__rfull__qraw__s26,ae460259da855f95af796be16a52fad9531d0c3d49f9ca349a6a24e91e90f075,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T26,26,primary,,,26,primary_candidate,,candidate,development,0,0,CV03,1590747091,,,,,,,29250,9750,9,3,0.7989360996475153,0.34114911852658386,0.6745725504696332,19.52927610902974,0.838974358974359,4.374983749999956,0.018384167000476737,,15361,15361,9750,0.14309210526315788,0.35365853658536583,0.7717129285680413,0.11347736362007033,0.11879472652627825,True,6.292473333000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T26__primary__rfull__qraw__s26,ae460259da855f95af796be16a52fad9531d0c3d49f9ca349a6a24e91e90f075,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T26,26,primary,,,26,primary_candidate,,candidate,development,0,0,CV04,1590747091,,,,,,,32500,6500,10,2,0.49725170671694835,0.2123285973773984,0.3697088509379014,19.892466077735385,0.6576923076923077,3.9210602500024834,0.012712750001810491,,15233,15233,6500,0.4074074074074074,0.01740506329113924,0.7458064766638192,0.08861772749235124,0.07074567881850792,True,5.124773083000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T26__primary__rfull__qraw__s26,ae460259da855f95af796be16a52fad9531d0c3d49f9ca349a6a24e91e90f075,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T26,26,primary,,,26,primary_candidate,,candidate,development,0,0,CV05,1590747091,,,,,,,32500,6500,10,2,0.4624982135502978,0.19748870772320287,0.39607719946635694,17.757979373967693,0.39384615384615385,4.651504333000048,0.013103749995934777,,15233,15233,6500,0.38563829787234044,0.7942097026604069,0.7856541992497135,0.18826044108586085,0.16999636833670173,True,5.879675791999034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T27__primary__rfull__qraw__s27,501e3a8667978a6e8dde24fb49ed1eac08ce10c6105ff4f955c8e973b43a29cd,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T27,27,primary,,,27,primary_candidate,,candidate,development,0,0,CV01,3018804052,,,,,,,32500,6500,10,2,0.35135331218621435,0.15002936129260613,0.27431722112400286,8.587567535753077,0.3123076923076923,2.718616457997996,0.0034239160013385117,,5569,5569,6500,0.9231143552311436,0.6481038606081312,0.8865811239842989,0.17625061432316175,0.18586758964015632,True,3.9541414999985136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T27__primary__rfull__qraw__s27,501e3a8667978a6e8dde24fb49ed1eac08ce10c6105ff4f955c8e973b43a29cd,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T27,27,primary,,,27,primary_candidate,,candidate,development,0,0,CV02,3018804052,,,,,,,29250,9750,9,3,0.8830097705353769,0.37704893420313446,0.7434916576906102,19.48730798338718,0.41384615384615386,2.2565791250017355,0.005738791995099746,,5569,5569,9750,0.21024258760107817,0.04727272727272727,0.2897025135071647,0.3447636036849361,0.34271575352298805,True,4.123327708002762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T27__primary__rfull__qraw__s27,501e3a8667978a6e8dde24fb49ed1eac08ce10c6105ff4f955c8e973b43a29cd,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T27,27,primary,,,27,primary_candidate,,candidate,development,0,0,CV03,3018804052,,,,,,,29250,9750,9,3,0.46668691549698016,0.19927730130097676,0.39714418615853314,19.19156845162718,0.838974358974359,2.2222534579996136,0.006124207997345366,,5633,5633,9750,0.24215809284818068,0.39227642276422764,0.8482687791881158,0.07344697639740398,0.07211866901057022,True,4.211092915997142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T27__primary__rfull__qraw__s27,501e3a8667978a6e8dde24fb49ed1eac08ce10c6105ff4f955c8e973b43a29cd,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T27,27,primary,,,27,primary_candidate,,candidate,development,0,0,CV04,3018804052,,,,,,,32500,6500,10,2,0.5577193226039534,0.23814852699174047,0.4532230052541922,18.755642286036156,0.6576923076923077,3.052000957999553,0.0041221669962396845,,5569,5569,6500,0.30303030303030304,0.30063291139240506,0.8157724150725237,0.09958426067794408,0.06691704844954399,True,4.341595290999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T27__primary__rfull__qraw__s27,501e3a8667978a6e8dde24fb49ed1eac08ce10c6105ff4f955c8e973b43a29cd,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T27,27,primary,,,27,primary_candidate,,candidate,development,0,0,CV05,3018804052,,,,,,,32500,6500,10,2,0.6813626830495139,0.29094476870153113,0.6491740476979792,15.821966093333847,0.39384615384615385,2.1051060419995338,0.003367208999407012,,5569,5569,6500,0.4540023894862604,0.594679186228482,0.8021623934851289,0.15030384401850364,0.09622788342545713,True,3.3098745410025003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T28__primary__rfull__qraw__s28,037f82584f86162fb88f1a4573957a31c37a4c02e6a76d4dab2959d3e1208679,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T28,28,primary,,,28,primary_candidate,,candidate,development,0,0,CV01,4276864476,,,,,,,32500,6500,10,2,0.32530937147364164,0.13890848764454752,0.2597410043889138,9.70780779997,0.3123076923076923,2.7209640000000945,0.005926416997681372,,3521,3521,6500,0.7341437632135307,0.9490946361462248,0.8895660627465356,0.1447730474722455,0.1253923711410729,True,4.0092405839968706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T28__primary__rfull__qraw__s28,037f82584f86162fb88f1a4573957a31c37a4c02e6a76d4dab2959d3e1208679,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T28,28,primary,,,28,primary_candidate,,candidate,development,0,0,CV02,4276864476,,,,,,,29250,9750,9,3,2.1657676892203455,0.9247920308480894,1.7341811836639613,18.022174449801025,0.41384615384615386,3.7140445839977474,0.00784508299693698,,3521,3521,9750,0.4102780117944398,0.14757575757575758,0.6087561193328636,0.26069520918681627,0.2224028259106381,True,5.638644708000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T28__primary__rfull__qraw__s28,037f82584f86162fb88f1a4573957a31c37a4c02e6a76d4dab2959d3e1208679,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T28,28,primary,,,28,primary_candidate,,candidate,development,0,0,CV03,4276864476,,,,,,,29250,9750,9,3,1.1776817324882305,0.50287511744741,0.9152284772331988,19.498375277621026,0.838974358974359,4.02447541699803,0.008104000000457745,,3585,3585,9750,0.12465373961218837,0.4573170731707317,0.7809007634794429,0.1409922595731501,0.1609373357793743,True,5.852048541994009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T28__primary__rfull__qraw__s28,037f82584f86162fb88f1a4573957a31c37a4c02e6a76d4dab2959d3e1208679,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T28,28,primary,,,28,primary_candidate,,candidate,development,0,0,CV04,4276864476,,,,,,,32500,6500,10,2,0.8814143865739756,0.37636769845426343,0.6897927718578121,19.630918584673076,0.6576923076923077,4.341254416998709,0.0053631250048056245,,3521,3521,6500,0.3253012048192771,0.08544303797468354,0.7898549200555686,0.08350323175284542,0.042486198433106206,True,5.6021444170037284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T28__primary__rfull__qraw__s28,037f82584f86162fb88f1a4573957a31c37a4c02e6a76d4dab2959d3e1208679,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T28,28,primary,,,28,primary_candidate,,candidate,development,0,0,CV05,4276864476,,,,,,,32500,6500,10,2,0.8942414123698126,0.3818448931203927,0.8743983657740191,17.91078197109,0.39384615384615385,2.6353418750004494,0.004778125003213063,,3521,3521,6500,0.34476843910806176,0.6291079812206573,0.7069337382651584,0.20647517562542714,0.16422670138511897,True,3.9304719580031815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T29__primary__rfull__qraw__s29,608eb671a7d181180ab90fd678f8ed157901d2898ff059016a5a173b6d5e4423,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T29,29,primary,,,29,primary_candidate,,candidate,development,0,0,CV01,3486925651,,,,,,,32500,6500,10,2,0.3218674069856668,0.13743875414321932,0.28210759482227465,8.78771012067923,0.3123076923076923,3.6634759590015165,0.0038561249966733158,,5569,5569,6500,0.9902325581395349,0.72736590365562,0.9774258806821957,0.07310212807126713,0.08452425259892432,True,4.874783375002153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T29__primary__rfull__qraw__s29,608eb671a7d181180ab90fd678f8ed157901d2898ff059016a5a173b6d5e4423,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T29,29,primary,,,29,primary_candidate,,candidate,development,0,0,CV02,3486925651,,,,,,,29250,9750,9,3,0.9079942108755532,0.38771739667803284,0.6837137875239852,18.45128205128205,0.41384615384615386,3.024805290995573,0.006051499993191101,,5569,5569,9750,0.3206448723690103,0.21696969696969698,0.449954474982382,0.3876576778006812,0.3861238239563227,True,4.971787541995582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05-T29__primary__rfull__qraw__s29,608eb671a7d181180ab90fd678f8ed157901d2898ff059016a5a173b6d5e4423,6e5a6202eec486e88af6b969f6af86571fb0ce32,tuning,C05,multilayer_perceptron,C05-T29,29,primary,,,29,primary_candidate,,candidate,development,0,0,CV03,3486925651,,,,,,,29250,9750,9,3,0.3573418190569563,0.1525864792412698,0.2714248673377766,19.314690232831797,0.838974358974359,2.259030041997903,0.005510292001417838,,5633,5633,9750,0.1864864864864865,0.42073170731707316,0.8287225111395637,0.09561736610350041,0.09541532398441036,True,4.277966542002105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
