outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used
CV01,17,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,17,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,17,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,17,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,18,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,19,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV01,20,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,1,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,2,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,3,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,4,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,5,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,6,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,7,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,8,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,9,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,10,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,11,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,12,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,13,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,14,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV02,15,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
