outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used,feature_columns,interaction_ridge,candidate_coefficients,control_coefficients,feature_map
CV02,6,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,6,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,6,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,6,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005043427648844773;-0.1444441638129284;0.05620538552756166;0.1093893656178592;0.217680591721669;0.5933495851576641,-0.005829655183399328;-0.467135077437792;0.3437767879667124;0.584228975586199;0.4815945094647588;0.8311987921472743,"[1,u,v,u*v,u^2,v^2]"
CV02,6,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,6,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,6,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,6,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,6,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005221167349982118;0.4072845940003709;-0.1778168024280977;0.1377790524470234;0.09738957318331849;0.4533486934273918,-0.005409889166728819;-0.4936035102177915;0.339796013873758;0.4329562376146616;0.3680183065331193;0.6037399490547825,"[1,u,v,u*v,u^2,v^2]"
CV02,7,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005025275662900093;0.01568656986106896;-0.04636629248114076;0.0312080254468815;1.118679261072209;0.509492529611403,-0.005938931675366628;-0.3422984130492753;0.2737746569344378;0.6646624025876456;0.5596319300419031;0.7624164363224051,"[1,u,v,u*v,u^2,v^2]"
CV02,7,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005047143031014596;-0.1468348482378052;0.05637397758627131;0.1058197763413914;0.2142325711675713;0.590852129411725,-0.005833152136028524;-0.4685652012145886;0.3447673758631472;0.5840397848191139;0.4814051960788542;0.831300585617508,"[1,u,v,u*v,u^2,v^2]"
CV02,7,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,7,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005163035146663844;0.3331336884704185;-0.1652808575411664;0.1328763934349943;0.09513524018232186;0.4506806260994979,-0.005404617420108982;-0.4896334738671105;0.3361169519950316;0.4339534231574296;0.3687223149654154;0.6049433574499886,"[1,u,v,u*v,u^2,v^2]"
CV02,8,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005024874157985478;0.01566693784908774;-0.04616588161512599;0.03119544213058213;1.118983669120517;0.5110263273710278,-0.005939414336126259;-0.3418623772873856;0.2736264806964996;0.6662845901981922;0.5615722858480785;0.7641289990916048,"[1,u,v,u*v,u^2,v^2]"
CV02,8,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005056470293428436;-0.1485596857776481;0.05865518632067916;0.1110594143788306;0.2112477765051693;0.5885852007060601,-0.005828047944772018;-0.4651203829686849;0.3422512844812235;0.5850986784015527;0.4820797269279907;0.8329035236438781,"[1,u,v,u*v,u^2,v^2]"
CV02,8,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,8,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005282956996360686;0.4373273135338943;-0.1941365009081204;0.1461529037266559;0.1005889089328298;0.4446703897689521,-0.005409682191484347;-0.4937538182463739;0.3383713358483759;0.434342888896905;0.3685940175633555;0.6064016365348467,"[1,u,v,u*v,u^2,v^2]"
CV02,9,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005024541388148389;0.01560806494997219;-0.04564232077812171;0.03299334823609612;1.120465378484952;0.51039716973131,-0.005940631518552406;-0.3420071029664937;0.2739460878450371;0.6655698908602076;0.5603150222255979;0.7635817568481599,"[1,u,v,u*v,u^2,v^2]"
CV02,9,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005030635251284139;-0.1450305229043767;0.05834372607046938;0.1181131553541885;0.2173810935083299;0.5964147421219694,-0.005825194956831946;-0.4649904972563707;0.3421712640243491;0.5846791058877101;0.4816834405585873;0.8322558570917453,"[1,u,v,u*v,u^2,v^2]"
CV02,9,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,9,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005101381125092233;0.2849718229759341;-0.1558881295852608;0.1284254874343329;0.09332558105521584;0.453504409467118,-0.005412050998025887;-0.4937734094722815;0.3384821535011385;0.4341870691961197;0.3685586788850417;0.6057911760477095,"[1,u,v,u*v,u^2,v^2]"
CV02,10,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005025851853166362;0.01569959683036421;-0.04642856186822766;0.03076786458657711;1.118621635116398;0.5095601509433009,-0.005941276057312516;-0.3426438049372726;0.2738420635419316;0.6644950127712528;0.5592165000264142;0.7620717241437466,"[1,u,v,u*v,u^2,v^2]"
CV02,10,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005045328779226485;-0.1454392525436816;0.05684724426214598;0.1078366637251909;0.2167423381305132;0.5902992260723597,-0.005840349514398616;-0.4707213133778402;0.3471469367634361;0.5823280583288536;0.4806628698590245;0.8276967051664379,"[1,u,v,u*v,u^2,v^2]"
CV02,10,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,10,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005235529990275531;0.383845777842008;-0.1797005523962228;0.1427600833020447;0.09938808857965117;0.4471556595669791,-0.005409773316593114;-0.4909735425285812;0.3366183847650335;0.4344228031383918;0.3686781238344975;0.6064859250801307,"[1,u,v,u*v,u^2,v^2]"
CV02,11,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005025082393073511;0.01565037184632454;-0.04598133638880027;0.03219204479336742;1.11971270922432;0.5097579399057295,-0.005938804155519719;-0.3419431345704376;0.2736131733411455;0.664449207483999;0.5594365359245149;0.76256454234181,"[1,u,v,u*v,u^2,v^2]"
CV02,11,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005046834357889868;-0.1464122732474746;0.05687865079880844;0.1086445627197311;0.2140104089059655;0.5924287861282836,-0.005834603080603148;-0.4686526853807583;0.3453999278753184;0.5831428339220466;0.4809920277533646;0.8292669588303109,"[1,u,v,u*v,u^2,v^2]"
CV02,11,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,11,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005264251991366022;0.4354487207294814;-0.1876056569592102;0.141006484681637;0.09596789073618936;0.4514941357504462,-0.005411769981813366;-0.4900223519742538;0.3348766011532364;0.435119824218014;0.3688229641681905;0.6086165448553033,"[1,u,v,u*v,u^2,v^2]"
CV02,12,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005026070496214263;0.01579264339113711;-0.04671279490305785;0.03307887576500332;1.117713459237542;0.5095698426817119,-0.005944016719871271;-0.343563364361419;0.2745494376861643;0.6649227813472779;0.5597256765215404;0.7615397947917508,"[1,u,v,u*v,u^2,v^2]"
CV02,12,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005081300032772162;-0.1543796658911172;0.05772593963896488;0.09272709183496587;0.2029427139166448;0.5774561552392152,-0.005836773467898142;-0.4695380370533605;0.3458311435616514;0.583146410620407;0.4808908357654409;0.8294982494530672,"[1,u,v,u*v,u^2,v^2]"
CV02,12,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,12,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005233494760503877;0.400651722430843;-0.1836391891082842;0.1467096209608604;0.1046801099300405;0.4474826503238924,-0.005398012804923653;-0.4876217489323842;0.3352880846606451;0.4337387014957049;0.368927822860931;0.6038516025408118,"[1,u,v,u*v,u^2,v^2]"
CV02,13,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005025804087675311;0.01569198460697513;-0.04634858730389792;0.03110302891809987;1.118742046452783;0.5100448815535802,-0.005942072441450796;-0.3426718968358493;0.2739152180377772;0.6649439238532635;0.5597882157864971;0.7625117106169731,"[1,u,v,u*v,u^2,v^2]"
CV02,13,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005064949812172369;-0.1494475225331622;0.05694442162901263;0.1016842465852831;0.2088502439451673;0.5862078224713128,-0.005833369953119686;-0.4679426144684761;0.3442977105073993;0.5844545025373871;0.4816055161061217;0.8317930932738634,"[1,u,v,u*v,u^2,v^2]"
CV02,13,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,13,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005275116950329551;0.4625512213984979;-0.1927956628947567;0.1483005049344421;0.1002095164254506;0.4488755780373718,-0.005401469882524936;-0.4888070443807356;0.3353202663593794;0.4338803452051981;0.3683886993154499;0.6051030705549544,"[1,u,v,u*v,u^2,v^2]"
CV02,14,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005025055405814681;0.01566511454710002;-0.04608025741764823;0.03261421039351915;1.119344293831313;0.5099186257963673,-0.005935491204024663;-0.3416920017499888;0.2734949563419845;0.6646761293069975;0.5598078506809193;0.7628130070198367,"[1,u,v,u*v,u^2,v^2]"
CV02,14,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005023308846300391;-0.1393784452557121;0.05477832482564772;0.1120876328525576;0.2335165183842189;0.5978933609096945,-0.005844359911357684;-0.4717879934873006;0.3473464312003928;0.5835664534507327;0.4811484927636158;0.8303380465077149,"[1,u,v,u*v,u^2,v^2]"
CV02,14,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,14,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005169036716055686;0.3847018616166654;-0.174248877941892;0.1344231951640879;0.09285386836265297;0.455306255128956,-0.005424969499388949;-0.5005008033381366;0.3442888464174818;0.4328532693818211;0.3673154422674507;0.6047637687582228,"[1,u,v,u*v,u^2,v^2]"
CV02,15,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005025105015284704;0.01564493354582901;-0.04592089655026423;0.03258104013784961;1.119780814886475;0.5101280220934451,-0.005937896199541333;-0.3416938862985637;0.2734130214221258;0.6645817514725956;0.5596247755503139;0.763208090310742,"[1,u,v,u*v,u^2,v^2]"
CV02,15,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,6,aggregate,1024,1024,,,,,0,6,0.001,-0.005046150589177115;-0.1469238818117897;0.05854083707659942;0.1124815192043216;0.2171828672075348;0.5905539984298684,-0.005840007353271596;-0.4693462645550978;0.3460272230584442;0.5829735504231818;0.4811275388025676;0.8288810685722973,"[1,u,v,u*v,u^2,v^2]"
CV02,15,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,15,8,aggregate,1024,1024,,,,,0,6,0.001,-0.005250575646942233;0.4341906427894339;-0.1867412526172278;0.1436472523554414;0.09848144063107779;0.4479694647322712,-0.005414900058842043;-0.4979105350300372;0.3428757655761007;0.432502851814535;0.3673549198724473;0.6034867461478343,"[1,u,v,u*v,u^2,v^2]"
CV02,16,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,16,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,16,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,16,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,16,4,aggregate,1024,1024,,,,,0,6,0.001,-0.005025778395155914;0.01572898816616708;-0.04665382908658658;0.03093521732866867;1.117957159983379;0.5092043334664169,-0.005939531663490935;-0.3425836771925844;0.2737048387940832;0.6643625203569498;0.5590800601252348;0.7620887075365468,"[1,u,v,u*v,u^2,v^2]"
CV02,16,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,16,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,16,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,16,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV02,16,6,aggregate,1024,1024,,,,,0,6,0.001,-0.00503838205209052;-0.1459321551136714;0.05844398688156814;0.1157814141163246;0.2165109788354527;0.5937610539914049,-0.005831600205127769;-0.4668394626441171;0.3438921178313649;0.5838043240122202;0.4814067573145348;0.8305669078795213,"[1,u,v,u*v,u^2,v^2]"
CV02,16,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
