family_id,model_family,seed_index,seed_role,training_seed,shot_seed,allowed_before_gate_4_acceptance,final_test_use
Q02,variational_quantum_regressor,21,finalist_extension_only,963883419,3024366060,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,22,finalist_extension_only,348151041,1784014832,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,23,finalist_extension_only,1643224888,1745678262,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,24,finalist_extension_only,2968996510,3881252691,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,25,finalist_extension_only,3251332596,758475702,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,26,finalist_extension_only,1474501655,2866563793,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,27,finalist_extension_only,3133237005,3104478772,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,28,finalist_extension_only,2553633191,3373227649,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,29,finalist_extension_only,1171529948,3085110076,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,30,finalist_extension_only,1614304171,4021948129,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,1,development_and_finalist,955214252,2308318282,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,2,development_and_finalist,3018977107,1169229836,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,3,development_and_finalist,3759937673,3647292473,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,4,development_and_finalist,250271795,4033666989,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,5,development_and_finalist,3240622353,2319086726,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,6,development_and_finalist,1435534285,3947632685,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,7,development_and_finalist,1844879710,1765556210,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,8,development_and_finalist,567937175,3504596168,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,9,development_and_finalist,402501862,2575903116,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,10,development_and_finalist,2198521513,2542814444,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,11,development_and_finalist,3019324389,367084024,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,12,development_and_finalist,821500437,3495261071,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,13,development_and_finalist,1707688248,2756414178,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,14,development_and_finalist,427731364,2244183053,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,15,development_and_finalist,3265114476,4206201014,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,16,development_and_finalist,2889085456,2291353729,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,17,development_and_finalist,3445792030,3227894727,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,18,development_and_finalist,3195197480,1488976177,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,19,development_and_finalist,799369325,3684277812,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,20,development_and_finalist,634306455,406399433,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,21,finalist_extension_only,2260368348,3414018849,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,22,finalist_extension_only,1998838752,1032503263,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,23,finalist_extension_only,1100576722,1104128764,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,24,finalist_extension_only,2094575576,1427622888,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,25,finalist_extension_only,473210581,4060376412,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,26,finalist_extension_only,2055516908,3288582408,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,27,finalist_extension_only,4174677254,4166982489,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,28,finalist_extension_only,2811590532,4070247976,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,29,finalist_extension_only,2536831985,2738676230,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q03,hybrid_quantum_residual,30,finalist_extension_only,935822369,1013940824,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,1,development_and_finalist,3931489672,3399277109,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,2,development_and_finalist,807682125,3018622660,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,3,development_and_finalist,794654559,4076263369,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,4,development_and_finalist,3564289536,3723049328,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,5,development_and_finalist,1390016085,3581973955,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,6,development_and_finalist,2011418264,3381752690,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,7,development_and_finalist,995465408,1516878310,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,8,development_and_finalist,2340870493,2552256495,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,9,development_and_finalist,4171954841,2967156776,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,10,development_and_finalist,1360862018,2221944663,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,11,development_and_finalist,1262030617,4105038908,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,12,development_and_finalist,1686242654,3210715475,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,13,development_and_finalist,1203506322,2766594649,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,14,development_and_finalist,1905212515,2518754581,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,15,development_and_finalist,2835217598,627665432,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,16,development_and_finalist,921416391,4017846930,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,17,development_and_finalist,3667665285,1236074557,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,18,development_and_finalist,512294849,3769688372,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,19,development_and_finalist,2117232116,3402394196,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,20,development_and_finalist,2043147045,1550063470,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,21,finalist_extension_only,4262625289,453444815,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,22,finalist_extension_only,1930496881,77741093,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,23,finalist_extension_only,4074849311,3248495793,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,24,finalist_extension_only,3667602569,627503383,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,25,finalist_extension_only,2638647013,3271520948,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,26,finalist_extension_only,1269603941,825950821,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,27,finalist_extension_only,775505646,939150196,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,28,finalist_extension_only,4133888234,3495860531,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,29,finalist_extension_only,1485629980,1169418160,synthetic_smoke_only,prohibited_until_separate_unlock_commit
A01,random_fourier_ridge,30,finalist_extension_only,1222539562,628556179,synthetic_smoke_only,prohibited_until_separate_unlock_commit
